Year,Sport,NOC,Sex,Legendary_Index,Predicted_Legendary_Coach
1992,Gymnastics,NED,F,0.37866002,False
2004,Gymnastics,NED,F,0.544598,False
2008,Gymnastics,NED,F,0.544598,False
2012,Gymnastics,NED,F,0.544598,False
2016,Gymnastics,NED,F,0.6231164,False
1908,Gymnastics,NED,M,0.31598768,False
1928,Gymnastics,NED,M,0.31598768,False
2008,Gymnastics,NED,M,0.544598,False
2012,Gymnastics,NED,M,0.6231164,False
2016,Gymnastics,NED,M,0.544598,False
1952,Gymnastics,NOR,F,0.34772977,False
1968,Gymnastics,NOR,F,0.31598768,False
1972,Gymnastics,NOR,F,0.3231351,False
1992,Gymnastics,NOR,F,0.37866002,False
1904,Gymnastics,NOR,M,0.34772977,False
1906,Gymnastics,NOR,M,0.5812335,False
1908,Gymnastics,NOR,M,0.42023146,False
1912,Gymnastics,NOR,M,0.55568546,False
1920,Gymnastics,NOR,M,0.42023146,False
1952,Gymnastics,NOR,M,0.31598768,False
1960,Gymnastics,NOR,M,0.34772977,False
1964,Gymnastics,NOR,M,0.34772977,False
1972,Gymnastics,NOR,M,0.3548772,False
1984,Gymnastics,NOR,M,0.36292055,False
1996,Gymnastics,NOR,M,0.544598,False
2000,Gymnastics,NOR,M,0.544598,False
2016,Gymnastics,NOR,M,0.544598,False
1964,Gymnastics,NZL,F,0.34772977,False
1972,Gymnastics,NZL,F,0.3548772,False
2000,Gymnastics,NZL,F,0.544598,False
2016,Gymnastics,NZL,F,0.544598,False
1972,Gymnastics,NZL,M,0.3548772,False
2000,Gymnastics,NZL,M,0.544598,False
2016,Gymnastics,NZL,M,0.544598,False
2016,Gymnastics,PAN,F,0.544598,False
2016,Gymnastics,PER,F,0.544598,False
1964,Gymnastics,PHI,F,0.34772977,False
1964,Gymnastics,PHI,M,0.34772977,False
1968,Gymnastics,PHI,M,0.34772977,False
1936,Gymnastics,POL,F,0.34772977,False
1952,Gymnastics,POL,F,0.31598768,False
1956,Gymnastics,POL,F,0.4204818,False
1960,Gymnastics,POL,F,0.31598768,False
1964,Gymnastics,POL,F,0.31598768,False
1968,Gymnastics,POL,F,0.31598768,False
1972,Gymnastics,POL,F,0.3231351,False
1980,Gymnastics,POL,F,0.3231351,False
2000,Gymnastics,POL,F,0.544598,False
2008,Gymnastics,POL,F,0.544598,False
2012,Gymnastics,POL,F,0.544598,False
2016,Gymnastics,POL,F,0.544598,False
1952,Gymnastics,POL,M,0.32116005,False
1960,Gymnastics,POL,M,0.31598768,False
1964,Gymnastics,POL,M,0.31598768,False
1968,Gymnastics,POL,M,0.31598768,False
1972,Gymnastics,POL,M,0.3231351,False
1976,Gymnastics,POL,M,0.3231351,False
1980,Gymnastics,POL,M,0.3548772,False
2000,Gymnastics,POL,M,0.5603971,False
2008,Gymnastics,POL,M,0.6231164,False
2012,Gymnastics,POL,M,0.544598,False
1952,Gymnastics,POR,F,0.34772977,False
1960,Gymnastics,POR,F,0.34772977,False
1964,Gymnastics,POR,F,0.34772977,False
1968,Gymnastics,POR,F,0.34772977,False
1980,Gymnastics,POR,F,0.3548772,False
1988,Gymnastics,POR,F,0.36292055,False
1996,Gymnastics,POR,F,0.544598,False
2012,Gymnastics,POR,F,0.544598,False
2016,Gymnastics,POR,F,0.544598,False
1952,Gymnastics,POR,M,0.31598768,False
1960,Gymnastics,POR,M,0.34772977,False
1968,Gymnastics,POR,M,0.34772977,False
1988,Gymnastics,POR,M,0.36292055,False
2004,Gymnastics,POR,M,0.544598,False
2012,Gymnastics,POR,M,0.544598,False
1980,Gymnastics,PRK,F,0.3231351,False
1992,Gymnastics,PRK,F,0.34691793,False
2000,Gymnastics,PRK,F,0.544598,False
2004,Gymnastics,PRK,F,0.5433134,False
2008,Gymnastics,PRK,F,0.6231164,False
2016,Gymnastics,PRK,F,0.544598,False
1972,Gymnastics,PRK,M,0.3231351,False
1980,Gymnastics,PRK,M,0.3231351,False
1992,Gymnastics,PRK,M,0.5334338,False
1996,Gymnastics,PRK,M,0.544598,False
2000,Gymnastics,PRK,M,0.544598,False
2004,Gymnastics,PRK,M,0.544598,False
2016,Gymnastics,PRK,M,0.6231164,False
1996,Gymnastics,PUR,F,0.544598,False
2012,Gymnastics,PUR,F,0.544598,False
1992,Gymnastics,PUR,M,0.37866002,False
1996,Gymnastics,PUR,M,0.544598,False
2000,Gymnastics,PUR,M,0.544598,False
2004,Gymnastics,PUR,M,0.544598,False
2008,Gymnastics,PUR,M,0.544598,False
2012,Gymnastics,PUR,M,0.544598,False
1952,Gymnastics,ROU,F,0.31598768,False
1956,Gymnastics,ROU,F,0.4204818,False
1960,Gymnastics,ROU,F,0.4449386,False
1964,Gymnastics,ROU,F,0.31598768,False
1972,Gymnastics,ROU,F,0.3231351,False
1976,Gymnastics,ROU,F,0.588381,False
1980,Gymnastics,ROU,F,0.588381,False
1984,Gymnastics,ROU,F,0.59642434,False
1988,Gymnastics,ROU,F,0.5915239,False
1992,Gymnastics,ROU,F,0.57920545,False
1996,Gymnastics,ROU,F,0.65661925,False
2000,Gymnastics,ROU,F,0.68216723,True
2004,Gymnastics,ROU,F,0.68216723,True
2008,Gymnastics,ROU,F,0.68216723,True
2012,Gymnastics,ROU,F,0.68216723,True
2016,Gymnastics,ROU,F,0.544598,False
1936,Gymnastics,ROU,M,0.31598768,False
1952,Gymnastics,ROU,M,0.31598768,False
1964,Gymnastics,ROU,M,0.31598768,False
1972,Gymnastics,ROU,M,0.3231351,False
1976,Gymnastics,ROU,M,0.33893418,False
1980,Gymnastics,ROU,M,0.3231351,False
1984,Gymnastics,ROU,M,0.36292055,False
1988,Gymnastics,ROU,M,0.34697753,False
1992,Gymnastics,ROU,M,0.34691793,False
1996,Gymnastics,ROU,M,0.52402884,False
2000,Gymnastics,ROU,M,0.597375,False
2004,Gymnastics,ROU,M,0.61065817,False
2008,Gymnastics,ROU,M,0.51885647,False
2012,Gymnastics,ROU,M,0.5433134,False
2016,Gymnastics,ROU,M,0.544598,False
1960,Gymnastics,RSA,F,0.34772977,False
2004,Gymnastics,RSA,F,0.544598,False
1952,Gymnastics,RSA,M,0.34772977,False
1956,Gymnastics,RSA,M,0.34772977,False
2016,Gymnastics,RSA,M,0.544598,False
1996,Gymnastics,RUS,F,0.68088263,True
2000,Gymnastics,RUS,F,0.68216723,True
2004,Gymnastics,RUS,F,0.62858623,False
2008,Gymnastics,RUS,F,0.5433134,False
2012,Gymnastics,RUS,F,0.68216723,True
2016,Gymnastics,RUS,F,0.68216723,True
1912,Gymnastics,RUS,M,0.34772977,False
1996,Gymnastics,RUS,M,0.65642595,False
2000,Gymnastics,RUS,M,0.65533465,False
2004,Gymnastics,RUS,M,0.51885647,False
2008,Gymnastics,RUS,M,0.5346556,False
2012,Gymnastics,RUS,M,0.55031973,False
2016,Gymnastics,RUS,M,0.6258095,False
1952,Gymnastics,SAA,M,0.31598768,False
2012,Gymnastics,SGP,F,0.544598,False
2000,Gymnastics,SLO,F,0.544598,False
2008,Gymnastics,SLO,F,0.544598,False
2012,Gymnastics,SLO,F,0.544598,False
2016,Gymnastics,SLO,F,0.544598,False
1992,Gymnastics,SLO,M,0.37866002,False
2000,Gymnastics,SLO,M,0.544598,False
2008,Gymnastics,SLO,M,0.544598,False
1984,Gymnastics,SMR,M,0.36292055,False
1972,Gymnastics,SUI,F,0.3231351,False
1984,Gymnastics,SUI,F,0.33117846,False
1996,Gymnastics,SUI,F,0.544598,False
2004,Gymnastics,SUI,F,0.544598,False
2008,Gymnastics,SUI,F,0.544598,False
2012,Gymnastics,SUI,F,0.544598,False
2016,Gymnastics,SUI,F,0.5603971,False
1896,Gymnastics,SUI,M,0.5124153,False
1900,Gymnastics,SUI,M,0.34772977,False
1904,Gymnastics,SUI,M,0.5124153,False
1924,Gymnastics,SUI,M,0.5306101,False
1928,Gymnastics,SUI,M,0.54949135,False
1932,Gymnastics,SUI,M,0.35290214,False
1936,Gymnastics,SUI,M,0.54949135,False
1948,Gymnastics,SUI,M,0.54949135,False
1952,Gymnastics,SUI,M,0.54949135,False
1960,Gymnastics,SUI,M,0.31598768,False
1964,Gymnastics,SUI,M,0.31598768,False
1968,Gymnastics,SUI,M,0.31598768,False
1972,Gymnastics,SUI,M,0.3231351,False
1976,Gymnastics,SUI,M,0.3231351,False
1984,Gymnastics,SUI,M,0.33117846,False
1988,Gymnastics,SUI,M,0.36292055,False
1992,Gymnastics,SUI,M,0.34691793,False
1996,Gymnastics,SUI,M,0.6231164,False
2000,Gymnastics,SUI,M,0.544598,False
2004,Gymnastics,SUI,M,0.544598,False
2008,Gymnastics,SUI,M,0.544598,False
2012,Gymnastics,SUI,M,0.544598,False
2016,Gymnastics,SUI,M,0.5433134,False
1996,Gymnastics,SVK,F,0.544598,False
2000,Gymnastics,SVK,F,0.544598,False
2004,Gymnastics,SVK,F,0.544598,False
2008,Gymnastics,SVK,F,0.544598,False
2012,Gymnastics,SVK,F,0.544598,False
2016,Gymnastics,SVK,F,0.544598,False
2012,Gymnastics,SVK,M,0.544598,False
1948,Gymnastics,SWE,F,0.34772977,False
1952,Gymnastics,SWE,F,0.5386304,False
1956,Gymnastics,SWE,F,0.39610577,False
1960,Gymnastics,SWE,F,0.31598768,False
1964,Gymnastics,SWE,F,0.31598768,False
1968,Gymnastics,SWE,F,0.34772977,False
1972,Gymnastics,SWE,F,0.3548772,False
1980,Gymnastics,SWE,F,0.3548772,False
1984,Gymnastics,SWE,F,0.36292055,False
2004,Gymnastics,SWE,F,0.544598,False
2012,Gymnastics,SWE,F,0.544598,False
2016,Gymnastics,SWE,F,0.544598,False
1896,Gymnastics,SWE,M,0.34772977,False
1908,Gymnastics,SWE,M,0.5812335,False
1912,Gymnastics,SWE,M,0.5812335,False
1920,Gymnastics,SWE,M,0.5812335,False
1952,Gymnastics,SWE,M,0.48067322,False
1956,Gymnastics,SWE,M,0.35290214,False
1960,Gymnastics,SWE,M,0.31598768,False
1964,Gymnastics,SWE,M,0.34772977,False
1968,Gymnastics,SWE,M,0.34772977,False
1984,Gymnastics,SWE,M,0.36292055,False
1988,Gymnastics,SWE,M,0.36292055,False
1992,Gymnastics,SWE,M,0.37866002,False
1936,Gymnastics,TCH,F,0.42601398,False
1948,Gymnastics,TCH,F,0.5703726,False
1952,Gymnastics,TCH,F,0.40160042,False
1956,Gymnastics,TCH,F,0.32116005,False
1960,Gymnastics,TCH,F,0.56308717,False
1964,Gymnastics,TCH,F,0.56308717,False
1968,Gymnastics,TCH,F,0.5812335,False
1972,Gymnastics,TCH,F,0.3231351,False
1976,Gymnastics,TCH,F,0.3231351,False
1980,Gymnastics,TCH,F,0.3231351,False
1988,Gymnastics,TCH,F,0.33117846,False
1992,Gymnastics,TCH,F,0.37866002,False
1920,Gymnastics,TCH,M,0.34772977,False
1924,Gymnastics,TCH,M,0.5386304,False
1928,Gymnastics,TCH,M,0.54949135,False
1936,Gymnastics,TCH,M,0.48067322,False
1948,Gymnastics,TCH,M,0.3473701,False
1952,Gymnastics,TCH,M,0.31598768,False
1956,Gymnastics,TCH,M,0.31598768,False
1960,Gymnastics,TCH,M,0.31598768,False
1964,Gymnastics,TCH,M,0.31598768,False
1968,Gymnastics,TCH,M,0.31598768,False
1972,Gymnastics,TCH,M,0.3231351,False
1976,Gymnastics,TCH,M,0.3231351,False
1980,Gymnastics,TCH,M,0.33893418,False
1992,Gymnastics,TCH,M,0.37866002,False
1964,Gymnastics,TPE,F,0.34772977,False
1968,Gymnastics,TPE,F,0.34772977,False
1964,Gymnastics,TPE,M,0.31598768,False
1968,Gymnastics,TPE,M,0.34772977,False
1988,Gymnastics,TPE,M,0.36292055,False
2000,Gymnastics,TPE,M,0.544598,False
2016,Gymnastics,TPE,M,0.544598,False
2016,Gymnastics,TTO,F,0.544598,False
2004,Gymnastics,TUN,M,0.544598,False
2012,Gymnastics,TUN,M,0.544598,False
2012,Gymnastics,TUR,F,0.544598,False
2016,Gymnastics,TUR,F,0.544598,False
2016,Gymnastics,TUR,M,0.544598,False
1960,Gymnastics,UAR,M,0.31598768,False
1996,Gymnastics,UKR,F,0.597375,False
2000,Gymnastics,UKR,F,0.5433134,False
2004,Gymnastics,UKR,F,0.5433134,False
2008,Gymnastics,UKR,F,0.5433134,False
2012,Gymnastics,UKR,F,0.544598,False
2016,Gymnastics,UKR,F,0.544598,False
1996,Gymnastics,UKR,M,0.65642595,False
2000,Gymnastics,UKR,M,0.6000682,False
2004,Gymnastics,UKR,M,0.597375,False
2008,Gymnastics,UKR,M,0.5603971,False
2012,Gymnastics,UKR,M,0.5591125,False
2016,Gymnastics,UKR,M,0.6218318,False
1952,Gymnastics,URS,F,0.5739481,False
1956,Gymnastics,URS,F,0.55568546,False
1960,Gymnastics,URS,F,0.5812335,False
1964,Gymnastics,URS,F,0.5812335,False
1968,Gymnastics,URS,F,0.5812335,False
1972,Gymnastics,URS,F,0.588381,False
1976,Gymnastics,URS,F,0.588381,False
1980,Gymnastics,URS,F,0.588381,False
1988,Gymnastics,URS,F,0.5915239,False
1952,Gymnastics,URS,M,0.54949135,False
1956,Gymnastics,URS,M,0.5739481,False
1960,Gymnastics,URS,M,0.5739481,False
1964,Gymnastics,URS,M,0.5739481,False
1968,Gymnastics,URS,M,0.5739481,False
1972,Gymnastics,URS,M,0.5566388,False
1976,Gymnastics,URS,M,0.5810956,False
1980,Gymnastics,URS,M,0.5810956,False
1988,Gymnastics,URS,M,0.58423847,False
1936,Gymnastics,USA,F,0.34772977,False
1948,Gymnastics,USA,F,0.42667592,False
1952,Gymnastics,USA,F,0.31598768,False
1956,Gymnastics,USA,F,0.31598768,False
1960,Gymnastics,USA,F,0.31598768,False
1964,Gymnastics,USA,F,0.31598768,False
1968,Gymnastics,USA,F,0.31598768,False
1972,Gymnastics,USA,F,0.3231351,False
1976,Gymnastics,USA,F,0.3231351,False
1984,Gymnastics,USA,F,0.59642434,False
1988,Gymnastics,USA,F,0.34697753,False
1992,Gymnastics,USA,F,0.4071777,False
1996,Gymnastics,USA,F,0.68088263,True
2000,Gymnastics,USA,F,0.6489009,False
2004,Gymnastics,USA,F,0.68216723,True
2008,Gymnastics,USA,F,0.68216723,True
2012,Gymnastics,USA,F,0.68216723,True
2016,Gymnastics,USA,F,0.68216723,True
1904,Gymnastics,USA,M,0.5306101,False
1920,Gymnastics,USA,M,0.34772977,False
1924,Gymnastics,USA,M,0.48067322,False
1928,Gymnastics,USA,M,0.31598768,False
1932,Gymnastics,USA,M,0.5812335,False
1936,Gymnastics,USA,M,0.31598768,False
1948,Gymnastics,USA,M,0.31598768,False
1952,Gymnastics,USA,M,0.31598768,False
1956,Gymnastics,USA,M,0.31598768,False
1960,Gymnastics,USA,M,0.31598768,False
1964,Gymnastics,USA,M,0.31598768,False
1968,Gymnastics,USA,M,0.31598768,False
1972,Gymnastics,USA,M,0.3231351,False
1976,Gymnastics,USA,M,0.33893418,False
1984,Gymnastics,USA,M,0.5646822,False
1988,Gymnastics,USA,M,0.33117846,False
1992,Gymnastics,USA,M,0.50169194,False
1996,Gymnastics,USA,M,0.52402884,False
2000,Gymnastics,USA,M,0.51885647,False
2004,Gymnastics,USA,M,0.68088263,True
2008,Gymnastics,USA,M,0.62730163,False
2012,Gymnastics,USA,M,0.5591125,False
2016,Gymnastics,USA,M,0.55160433,False
1996,Gymnastics,UZB,F,0.544598,False
2000,Gymnastics,UZB,F,0.544598,False
2004,Gymnastics,UZB,F,0.544598,False
2008,Gymnastics,UZB,F,0.544598,False
2016,Gymnastics,UZB,F,0.544598,False
2008,Gymnastics,UZB,M,0.5603971,False
2016,Gymnastics,UZB,M,0.544598,False
2000,Gymnastics,VEN,F,0.544598,False
2008,Gymnastics,VEN,F,0.544598,False
2012,Gymnastics,VEN,F,0.544598,False
2016,Gymnastics,VEN,F,0.544598,False
2008,Gymnastics,VEN,M,0.544598,False
2008,Gymnastics,VIE,F,0.544598,False
2012,Gymnastics,VIE,F,0.544598,False
2016,Gymnastics,VIE,F,0.544598,False
2012,Gymnastics,VIE,M,0.544598,False
2016,Gymnastics,VIE,M,0.544598,False
2008,Gymnastics,YEM,M,0.544598,False
1936,Gymnastics,YUG,F,0.34772977,False
1948,Gymnastics,YUG,F,0.34772977,False
1952,Gymnastics,YUG,F,0.31598768,False
1960,Gymnastics,YUG,F,0.34772977,False
1968,Gymnastics,YUG,F,0.34772977,False
1972,Gymnastics,YUG,F,0.3231351,False
1924,Gymnastics,YUG,M,0.48067322,False
1928,Gymnastics,YUG,M,0.5306101,False
1936,Gymnastics,YUG,M,0.32116005,False
1948,Gymnastics,YUG,M,0.31598768,False
1952,Gymnastics,YUG,M,0.31598768,False
1960,Gymnastics,YUG,M,0.31598768,False
1964,Gymnastics,YUG,M,0.48067322,False
1968,Gymnastics,YUG,M,0.48067322,False
1972,Gymnastics,YUG,M,0.3231351,False
1988,Gymnastics,YUG,M,0.36292055,False
1980,Handball,ALG,M,0.3548772,False
1984,Handball,ALG,M,0.36292055,False
1988,Handball,ALG,M,0.36292055,False
1996,Handball,ALG,M,0.544598,False
1996,Handball,ANG,F,0.544598,False
2000,Handball,ANG,F,0.544598,False
2004,Handball,ANG,F,0.544598,False
2008,Handball,ANG,F,0.544598,False
2012,Handball,ANG,F,0.544598,False
2016,Handball,ANG,F,0.544598,False
2020,Handball,ANG,F,0.544598,False
2024,Handball,ANG,F,0.544598,False
2016,Handball,ARG,F,0.544598,False
2012,Handball,ARG,M,0.544598,False
2016,Handball,ARG,M,0.544598,False
2020,Handball,ARG,M,0.544598,False
2024,Handball,ARG,M,0.544598,False
2000,Handball,AUS,F,0.544598,False
2000,Handball,AUS,M,0.544598,False
1984,Handball,AUT,F,0.36292055,False
1992,Handball,AUT,F,0.37866002,False
2000,Handball,AUT,F,0.544598,False
1936,Handball,AUT,M,0.42023146,False
2000,Handball,BRA,F,0.544598,False
2004,Handball,BRA,F,0.544598,False
2008,Handball,BRA,F,0.544598,False
2012,Handball,BRA,F,0.544598,False
2016,Handball,BRA,F,0.544598,False
2020,Handball,BRA,F,0.544598,False
2024,Handball,BRA,F,0.544598,False
1992,Handball,BRA,M,0.37866002,False
1996,Handball,BRA,M,0.544598,False
2004,Handball,BRA,M,0.544598,False
2008,Handball,BRA,M,0.544598,False
2016,Handball,BRA,M,0.544598,False
2020,Handball,BRA,M,0.544598,False
2020,Handball,BRN,M,0.544598,False
1976,Handball,CAN,F,0.3548772,False
1976,Handball,CAN,M,0.3548772,False
1980,Handball,CGO,F,0.3548772,False
1984,Handball,CHN,F,0.43608418,False
1988,Handball,CHN,F,0.36292055,False
1996,Handball,CHN,F,0.544598,False
2004,Handball,CHN,F,0.544598,False
2008,Handball,CHN,F,0.544598,False
2008,Handball,CHN,M,0.544598,False
1988,Handball,CIV,F,0.36292055,False
2012,Handball,CRO,F,0.544598,False
1996,Handball,CRO,M,0.68216723,True
2004,Handball,CRO,M,0.68216723,True
2008,Handball,CRO,M,0.544598,False
2012,Handball,CRO,M,0.6079941,False
2016,Handball,CRO,M,0.544598,False
2024,Handball,CRO,M,0.544598,False
1980,Handball,CUB,M,0.3548772,False
2000,Handball,CUB,M,0.544598,False
1996,Handball,DEN,F,0.68216723,True
2000,Handball,DEN,F,0.68216723,True
2004,Handball,DEN,F,0.68216723,True
2012,Handball,DEN,F,0.544598,False
2024,Handball,DEN,F,0.6079941,False
1972,Handball,DEN,M,0.3548772,False
1976,Handball,DEN,M,0.3548772,False
1980,Handball,DEN,M,0.3548772,False
1984,Handball,DEN,M,0.36292055,False
2008,Handball,DEN,M,0.544598,False
2012,Handball,DEN,M,0.544598,False
2016,Handball,DEN,M,0.68216723,True
2020,Handball,DEN,M,0.60733205,False
2024,Handball,DEN,M,0.68216723,True
1992,Handball,EGY,M,0.37866002,False
1996,Handball,EGY,M,0.544598,False
2000,Handball,EGY,M,0.544598,False
2004,Handball,EGY,M,0.544598,False
2008,Handball,EGY,M,0.544598,False
2016,Handball,EGY,M,0.544598,False
2020,Handball,EGY,M,0.544598,False
2024,Handball,EGY,M,0.544598,False
1992,Handball,ESP,F,0.37866002,False
2004,Handball,ESP,F,0.544598,False
2012,Handball,ESP,F,0.6079941,False
2016,Handball,ESP,F,0.544598,False
2020,Handball,ESP,F,0.544598,False
2024,Handball,ESP,F,0.544598,False
1972,Handball,ESP,M,0.3548772,False
1980,Handball,ESP,M,0.3548772,False
1984,Handball,ESP,M,0.36292055,False
1988,Handball,ESP,M,0.36292055,False
1992,Handball,ESP,M,0.37866002,False
1996,Handball,ESP,M,0.6079941,False
2000,Handball,ESP,M,0.6079941,False
2004,Handball,ESP,M,0.544598,False
2008,Handball,ESP,M,0.6079941,False
2012,Handball,ESP,M,0.544598,False
2020,Handball,ESP,M,0.6079941,False
2024,Handball,ESP,M,0.6079941,False
1992,Handball,EUN,F,0.44692332,False
1992,Handball,EUN,M,0.5973518,False
2000,Handball,FRA,F,0.544598,False
2004,Handball,FRA,F,0.544598,False
2008,Handball,FRA,F,0.544598,False
2012,Handball,FRA,F,0.544598,False
2016,Handball,FRA,F,0.60733205,False
2020,Handball,FRA,F,0.68216723,True
2024,Handball,FRA,F,0.60733205,False
1992,Handball,FRA,M,0.44692332,False
1996,Handball,FRA,M,0.544598,False
2000,Handball,FRA,M,0.544598,False
2004,Handball,FRA,M,0.544598,False
2008,Handball,FRA,M,0.68216723,True
2012,Handball,FRA,M,0.68216723,True
2016,Handball,FRA,M,0.60733205,False
2020,Handball,FRA,M,0.68216723,True
2024,Handball,FRA,M,0.544598,False
1984,Handball,FRG,F,0.36292055,False
1972,Handball,FRG,M,0.3548772,False
1976,Handball,FRG,M,0.3548772,False
1984,Handball,FRG,M,0.4354223,False
2012,Handball,GBR,F,0.544598,False
2012,Handball,GBR,M,0.544598,False
1976,Handball,GDR,F,0.4273789,False
1980,Handball,GDR,F,0.4280409,False
1972,Handball,GDR,M,0.3548772,False
1980,Handball,GDR,M,0.588381,False
1988,Handball,GDR,M,0.36292055,False
1992,Handball,GER,F,0.37866002,False
1996,Handball,GER,F,0.544598,False
2008,Handball,GER,F,0.544598,False
2024,Handball,GER,F,0.544598,False
1936,Handball,GER,M,0.5812335,False
1992,Handball,GER,M,0.37866002,False
1996,Handball,GER,M,0.544598,False
2000,Handball,GER,M,0.544598,False
2004,Handball,GER,M,0.60733205,False
2008,Handball,GER,M,0.544598,False
2016,Handball,GER,M,0.6079941,False
2020,Handball,GER,M,0.544598,False
2024,Handball,GER,M,0.60733205,False
2004,Handball,GRE,F,0.544598,False
2004,Handball,GRE,M,0.544598,False
1976,Handball,HUN,F,0.4280409,False
1980,Handball,HUN,F,0.3548772,False
1996,Handball,HUN,F,0.6079941,False
2000,Handball,HUN,F,0.60733205,False
2004,Handball,HUN,F,0.544598,False
2008,Handball,HUN,F,0.544598,False
2020,Handball,HUN,F,0.544598,False
2024,Handball,HUN,F,0.544598,False
1936,Handball,HUN,M,0.34772977,False
1972,Handball,HUN,M,0.3548772,False
1976,Handball,HUN,M,0.3548772,False
1980,Handball,HUN,M,0.3548772,False
1988,Handball,HUN,M,0.36292055,False
1992,Handball,HUN,M,0.37866002,False
2004,Handball,HUN,M,0.544598,False
2012,Handball,HUN,M,0.544598,False
2024,Handball,HUN,M,0.544598,False
1972,Handball,ISL,M,0.3548772,False
1984,Handball,ISL,M,0.36292055,False
1988,Handball,ISL,M,0.36292055,False
1992,Handball,ISL,M,0.37866002,False
2004,Handball,ISL,M,0.544598,False
2008,Handball,ISL,M,0.60733205,False
2012,Handball,ISL,M,0.544598,False
1976,Handball,JPN,F,0.3548772,False
2020,Handball,JPN,F,0.544598,False
1972,Handball,JPN,M,0.3548772,False
1976,Handball,JPN,M,0.3548772,False
1984,Handball,JPN,M,0.36292055,False
1988,Handball,JPN,M,0.36292055,False
2020,Handball,JPN,M,0.544598,False
2024,Handball,JPN,M,0.544598,False
2008,Handball,KAZ,F,0.544598,False
1984,Handball,KOR,F,0.4354223,False
1988,Handball,KOR,F,0.5915239,False
1992,Handball,KOR,F,0.5973518,False
1996,Handball,KOR,F,0.60733205,False
2000,Handball,KOR,F,0.544598,False
2004,Handball,KOR,F,0.60733205,False
2008,Handball,KOR,F,0.6079941,False
2012,Handball,KOR,F,0.544598,False
2016,Handball,KOR,F,0.544598,False
2020,Handball,KOR,F,0.544598,False
2024,Handball,KOR,F,0.544598,False
1984,Handball,KOR,M,0.36292055,False
1988,Handball,KOR,M,0.43052185,False
1992,Handball,KOR,M,0.37866002,False
2000,Handball,KOR,M,0.544598,False
2004,Handball,KOR,M,0.544598,False
2008,Handball,KOR,M,0.544598,False
2012,Handball,KOR,M,0.544598,False
1980,Handball,KUW,M,0.3548772,False
1996,Handball,KUW,M,0.544598,False
2012,Handball,MNE,F,0.60733205,False
2016,Handball,MNE,F,0.544598,False
2020,Handball,MNE,F,0.544598,False
2016,Handball,NED,F,0.544598,False
2020,Handball,NED,F,0.544598,False
2024,Handball,NED,F,0.544598,False
1992,Handball,NGR,F,0.37866002,False
1988,Handball,NOR,F,0.43052185,False
1992,Handball,NOR,F,0.44626132,False
1996,Handball,NOR,F,0.544598,False
2000,Handball,NOR,F,0.6079941,False
2008,Handball,NOR,F,0.68216723,True
2012,Handball,NOR,F,0.68216723,True
2016,Handball,NOR,F,0.6079941,False
2020,Handball,NOR,F,0.6079941,False
2024,Handball,NOR,F,0.68216723,True
1972,Handball,NOR,M,0.3548772,False
2020,Handball,NOR,M,0.544598,False
2024,Handball,NOR,M,0.544598,False
1972,Handball,POL,M,0.3548772,False
1976,Handball,POL,M,0.4280409,False
1980,Handball,POL,M,0.3548772,False
2008,Handball,POL,M,0.544598,False
2016,Handball,POL,M,0.544598,False
2020,Handball,POR,M,0.544598,False
2016,Handball,QAT,M,0.544598,False
2020,Handball,ROC,F,0.60733205,False
1976,Handball,ROU,F,0.3548772,False
2000,Handball,ROU,F,0.544598,False
2008,Handball,ROU,F,0.544598,False
2016,Handball,ROU,F,0.544598,False
1936,Handball,ROU,M,0.34772977,False
1972,Handball,ROU,M,0.4280409,False
1976,Handball,ROU,M,0.4273789,False
1980,Handball,ROU,M,0.4280409,False
1984,Handball,ROU,M,0.43608418,False
1992,Handball,ROU,M,0.37866002,False
2008,Handball,RUS,F,0.60733205,False
2012,Handball,RUS,F,0.544598,False
2016,Handball,RUS,F,0.68216723,True
1996,Handball,RUS,M,0.544598,False
2000,Handball,RUS,M,0.68216723,True
2004,Handball,RUS,M,0.6079941,False
2008,Handball,RUS,M,0.544598,False
2000,Handball,SCG,M,0.544598,False
2024,Handball,SLO,F,0.544598,False
2000,Handball,SLO,M,0.544598,False
2004,Handball,SLO,M,0.544598,False
2016,Handball,SLO,M,0.544598,False
